client_id,nombre,email,telefono,genero,fecha_registro,registro_valido,motivo_descarte
CL-11281,Sofía de Cabezas,mirtalanda@example.com,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-03890,Sandalio Giner Rey,,6922898263191,Masculino,2024-03-25,False,Email inválido
CL-11285,@Oliver,,,Femenino,2024-02-14,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-03904,Nicodemo Baldomero Leal Sobrino,eleuterio40@example.net,4590025540517,No especificado,2023-11-26,False,Género inválido
CL-03910,Clara Abad,,7973287714326,Femenino,2024-01-02,False,Email inválido
CL-03912,Lorenza Nidia Alberola Bayo,verabalaguer@example.com,,No especificado,2024-09-29,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11292,Javier Duque Samper,@gmail.com,0872859951329,No especificado,2024-03-22,False,"Email inválido, Género inválido"
CL-03930,,@gmail.com,3723661179744,Femenino,2024-05-17,False,Email inválido
CL-03936,Casemiro Redondo Borrego,salomoncifuentes@example.com,,No especificado,2024-06-24,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11297,Odalis Calatayud Manrique,,3990528445094,Masculino,2024-07-01,False,Email inválido
CL-11298,Darío del Reina,eduardo39@example.net,0374053096104,No especificado,2024-08-21,False,Género inválido
CL-11300,Luis Ángel Anguita-Escolano,milagros65@example.com,,Masculino,2023-11-15,False,"Teléfono inválido, Teléfono ausente"
CL-03950,Nadia Román Marín,,0653823966321,Masculino,2025-06-28,False,Email inválido
CL-03960,,@gmail.com,34949163157,No especificado,2025-07-07,False,"Email inválido, Género inválido"
CL-03970,Eric Bermúdez Lobato,,1199180836321,Masculino,2023-09-21,False,Email inválido
CL-03976,Albina Bellido,queroodalys@example.com,8302573060912,No especificado,2024-10-20,False,Género inválido
CL-11313,Amador Valverde,correo@.com,1810265651999,Femenino,2023-11-14,False,Email inválido
CL-11315,Hipólito Riquelme Fernandez,jose-manuelmiranda@example.org,,No especificado,2024-06-14,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-03990,123,@gmail.com,6502132990958,Femenino,2025-05-13,False,Email inválido
CL-11317,Ernesto Mateo Roma,trujilloedelmiro@example.com,,Masculino,2023-09-21,False,"Teléfono inválido, Teléfono ausente"
CL-11322,Leonel Castejón Riquelme,,6330116778299,Masculino,2023-11-15,False,Email inválido
CL-11328,Amalia del Narváez,correo@.com,,Femenino,2024-11-05,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-11330,Regina Bilbao Busquets,@gmail.com,0609566255192,Masculino,2024-12-18,False,Email inválido
CL-04032,Coral Zamorano Bayona,pazcarbo@example.com,34847550439,No especificado,2026-01-01,False,Género inválido
CL-04040,Amor Marí Lucena,,3878524443838,Masculino,2024-07-17,False,Email inválido
CL-04048,Clara Trinidad Vara Tomás,matedomitila@example.com,1040585763409,No especificado,2024-10-01,False,Género inválido
CL-04050,Leocadio Vives Galván,correo@.com,1681970051184,Femenino,2025-07-19,False,Email inválido
CL-04056,Feliciano Morell Morales,sgargallo@example.org,,No especificado,2025-04-18,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-04060,Adriana Lamas Feijoo,correo@.com,2856483985757,Masculino,2025-03-18,False,Email inválido
CL-11345,Hernán Carlos Rozas,ncapdevila@example.org,4903674979235,No especificado,2025-07-12,False,Género inválido
CL-04070,Lalo Salgado-Fabregat,,1961269050439,Masculino,2024-03-19,False,Email inválido
CL-04080,,ygil@example.com,,No especificado,2023-09-18,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-04088,Alcides de Llamas,ramiropenas@example.com,5599214545554,No especificado,2023-10-21,False,Género inválido
CL-04090,Fortunata de Peláez,,3751278737110,Femenino,2024-07-21,False,Email inválido
CL-04092,Vasco Mínguez,ygascon@example.com,,Masculino,2025-07-14,False,"Teléfono inválido, Teléfono ausente"
CL-04096,Julia Arévalo Tejera,encarnitateruel@example.org,4162629208016,No especificado,2024-06-01,False,Género inválido
CL-11355,Dionisio Piñol Macias,correo@.com,9403141671308,Femenino,2024-11-16,False,Email inválido
CL-04104,Áurea Guijarro-Tomé,raul87@example.com,,No especificado,2024-12-29,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11359,,correo@.com,4325708168162,Femenino,2025-02-20,False,Email inválido
CL-04116,Jenaro Berto González Estrada,africa64@example.com,,Masculino,2023-09-02,False,"Teléfono inválido, Teléfono ausente"
CL-04120,Hilda Corominas Mas,,7094020247321,No especificado,2024-06-29,False,"Email inválido, Género inválido"
CL-04128,Celso del Cañizares,tatiana36@example.com,,No especificado,2025-08-16,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-04130,Jimena Blanes-Rozas,,2279204508040,Masculino,2025-08-01,False,Email inválido
CL-11366,,alleralondra@example.org,,Femenino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-04144,Alexandra del Seguí,anadal@example.net,6098564150488,No especificado,2025-06-29,False,Género inválido
CL-04150,Sabas Téllez Baquero,,4170311094768,Masculino,2025-08-03,False,Email inválido
CL-04152,María Édgar Gálvez Viana,noemi40@example.org,,Masculino,2025-08-14,False,"Teléfono inválido, Teléfono ausente"
CL-04160,Adelina Jódar,,2160062852509,No especificado,2025-06-27,False,"Email inválido, Género inválido"
CL-04164,Custodia Quiroga Arribas,olimpia18@example.net,,Masculino,2024-10-22,False,"Teléfono inválido, Teléfono ausente"
CL-11373,123,,7262620471428,Femenino,2024-11-25,False,Email inválido
CL-04176,María Cristina Itziar Pont Espejo,gjulia@example.net,34941469563,No especificado,2025-06-25,False,Género inválido
CL-11382,Manu Zabala Martínez,isabela51@example.org,,Femenino,2025-07-02,False,"Teléfono inválido, Teléfono ausente"
CL-04192,Isabela del Berrocal,tlledo@example.com,8096555626659,No especificado,2024-01-30,False,Género inválido
CL-11388,Ema Palomar Millán,,34948628401,No especificado,2023-10-03,False,"Email inválido, Género inválido"
CL-04208,Micaela Alvarez Cabañas,porrasadelina@example.net,2580278955896,No especificado,2024-02-23,False,Género inválido
CL-11396,Graciela Sala Higueras,correo@.com,6449230196872,Masculino,2023-09-14,False,Email inválido
CL-11398,Ámbar Navarrete Naranjo,ibanezgerardo@example.net,,No especificado,2024-11-05,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11402,Fanny Arroyo Rios,correo@.com,0853245591021,Femenino,2025-05-06,False,Email inválido
CL-04232,Dorotea Pol Prats,zgutierrez@example.org,3983750154565,No especificado,2024-10-31,False,Género inválido
CL-11406,Andrés Felipe Madrigal Aznar,,6097175595648,No especificado,2025-08-21,False,"Email inválido, Género inválido"
CL-04248,Julia Arcos Becerra,bartolome81@example.net,34926907264,No especificado,2026-01-01,False,Género inválido
CL-04250,Poncio Jose Antonio Santos Juan,correo@.com,5408768276683,Masculino,2024-12-04,False,Email inválido
CL-11411,Florentino Cuervo,florlago@example.com,5937405748177,No especificado,2024-02-25,False,Género inválido
CL-04260,,,,Femenino,2024-07-27,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-04270,Jose Luis Cadenas-Goñi,,6370424784337,Femenino,2024-11-16,False,Email inválido
CL-04272,Susanita Gilabert Miró,ksalva@example.com,,Masculino,2024-07-05,False,"Teléfono inválido, Teléfono ausente"
CL-11421,Dalila del Bastida,,4367039942539,Femenino,2025-07-30,False,Email inválido
CL-04284,Maricruz Natividad Mendoza Coca,estebanosuna@example.com,,Femenino,2024-04-26,False,"Teléfono inválido, Teléfono ausente"
CL-11423,Brunilda Cifuentes Gibert,lorenzogracia@example.com,2662223192670,No especificado,2025-03-05,False,Género inválido
CL-11428,Jacobo Sastre Arias,vidal68@example.org,,Femenino,2024-09-23,False,"Teléfono inválido, Teléfono ausente"
CL-04300,Maricruz Haydée Valbuena Clavero,,7481030940887,Masculino,2025-07-20,False,Email inválido
CL-04304,Rosario Jove Guerrero,vamores@example.com,7482080368573,No especificado,2023-11-30,False,Género inválido
CL-04310,Calixta Larrañaga,,3233131273245,Masculino,2024-01-18,False,Email inválido
CL-04312,Abril Noriega Olivera,febe30@example.org,0911322988830,No especificado,2023-10-24,False,Género inválido
CL-11439,123,lsanchez@example.org,,No especificado,2024-06-04,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11445,Cristian Ortuño-Azorin,correo@.com,8800042295905,Masculino,2023-12-24,False,Email inválido
CL-04332,Juan Pablo Vives Espejo,lucilapalomo@example.org,,Femenino,2024-11-29,False,"Teléfono inválido, Teléfono ausente"
CL-04336,Jose Antonio Rosell Tomé,maria-manuelabenitez@example.com,3742337171096,No especificado,2024-03-20,False,Género inválido
CL-04340,Dorita Arévalo,@gmail.com,2275312487581,Masculino,2025-03-05,False,Email inválido
CL-04344,Dionisia Saldaña Llanos,milagroslerma@example.org,,No especificado,2024-04-08,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11451,,,2492849837513,Femenino,2024-11-25,False,Email inválido
CL-11452,Alejandra Rosales Valbuena,pjodar@example.org,6414398616851,No especificado,2025-06-09,False,Género inválido
CL-04360,Reina Barón Almansa,,2196152188087,No especificado,2025-04-21,False,"Email inválido, Género inválido"
CL-11457,Yéssica Paulina Román Giménez,adelardo44@example.net,,No especificado,2025-03-11,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-04370,Flora Quintana Álvaro,@gmail.com,8072109739768,Femenino,2023-08-28,False,Email inválido
CL-04376,Evita Villanueva Galiano,sabinacalvo@example.net,8953663612235,No especificado,2024-11-26,False,Género inválido
CL-11460,,@gmail.com,,Masculino,2025-08-12,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-04384,Vasco Enrique Chacón Palacio,hgirona@example.net,5940650560656,No especificado,2024-11-20,False,Género inválido
CL-11462,Brígida Gimeno Tomé,,6389077905247,Masculino,2024-02-10,False,Email inválido
CL-11466,Goyo Borrell Merino,correo@.com,3275231022793,No especificado,2025-08-18,False,"Email inválido, Género inválido"
CL-11467,Ágata Pili Pomares Múgica,prudencia94@example.org,,Femenino,2024-02-13,False,"Teléfono inválido, Teléfono ausente"
CL-04410,123,,6490560479601,Femenino,2000-01-01,False,Email inválido
CL-04416,Severino del Albero,olegarioestrada@example.com,,No especificado,2023-12-29,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-04428,Juanito Lino Casas Acuña,jcerdan@example.org,,Masculino,2024-11-04,False,"Teléfono inválido, Teléfono ausente"
CL-11475,Dionisia de Mancebo,correo@.com,3934321847577,Femenino,2024-06-22,False,Email inválido
CL-04432,Mirta Prado Alegria,carvajaleloy@example.org,6865780788500,No especificado,2024-07-13,False,Género inválido
CL-11481,Chelo Godoy Barberá,regina98@example.org,,No especificado,2025-08-18,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-04450,Inmaculada Pagès Barros,@gmail.com,2502931199140,Masculino,2024-07-11,False,Email inválido
CL-04452,Alejo Alegria Téllez,miriam38@example.net,,Masculino,2023-10-20,False,"Teléfono inválido, Teléfono ausente"
CL-11486,Olimpia Agustín Almazán,correo@.com,0515841198785,Femenino,2025-05-18,False,Email inválido
CL-11488,Virginia Gilabert Pereira,croyo@example.com,,No especificado,2025-04-28,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11491,,,0586455266358,Femenino,2024-06-12,False,Email inválido
CL-04476,Samu Viana Galán,rarana@example.org,,Femenino,2023-09-22,False,"Teléfono inválido, Teléfono ausente"
CL-11500,Rosario Espinosa Navarro,hortensiarojas@example.com,,No especificado,2025-06-11,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11501,@Oliver,,,Femenino,2026-01-01,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-04504,Toribio Chacón Perea,maria-pilarsosa@example.com,7957148861303,No especificado,2025-02-22,False,Género inválido
CL-11506,Maricela Benita Soto Bonilla,@gmail.com,8298708382339,Masculino,2024-02-14,False,Email inválido
CL-11507,Marianela Ruano-España,catalina87@example.com,,No especificado,2024-04-30,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11510,Javiera Jordán,correo@.com,2620754128166,No especificado,2023-09-02,False,"Email inválido, Género inválido"
CL-11512,Manuel Domingo Torrecilla Palomares,ugarteursula@example.net,,Masculino,2024-01-12,False,"Teléfono inválido, Teléfono ausente"
CL-04528,Ariel Bartolomé Pinto,maristelaalcazar@example.net,1682048610726,No especificado,2024-05-25,False,Género inválido
CL-11516,123,,0805858292432,Masculino,2024-01-25,False,Email inválido
CL-04536,Reynaldo Caparrós Aramburu,ramisfabiola@example.net,34945122548,No especificado,2000-01-01,False,Género inválido
CL-04540,Francisca Márquez-Mendoza,@gmail.com,6754114059217,Masculino,2024-12-09,False,Email inválido
CL-04548,León Alemán Almansa,abrahamasensio@example.net,,Masculino,2024-02-26,False,"Teléfono inválido, Teléfono ausente"
CL-04550,Rafaela Huertas,,8900429288656,Masculino,2025-05-01,False,Email inválido
CL-11522,Lino Carpio Nogueira,hipolitocarlos@example.net,5409498898914,No especificado,2023-10-22,False,Género inválido
CL-11526,@Oliver,correo@.com,,Femenino,2023-10-07,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-11530,Abraham Sebastian Ureña Revilla,riosazeneth@example.net,9470960882237,No especificado,2024-10-09,False,Género inválido
CL-04570,Loreto Luján Araujo,,7458383882608,Femenino,2024-03-26,False,Email inválido
CL-11532,Rodolfo Folch Alberto,asdrubalmorell@example.org,,Femenino,2025-06-17,False,"Teléfono inválido, Teléfono ausente"
CL-04576,Aitor Mateu,solanocelia@example.net,2049675322548,No especificado,2025-08-04,False,Género inválido
CL-11538,Rogelio Arrieta Cabrera,,3413551191275,Masculino,2023-10-22,False,Email inválido
CL-11541,Loreto Garay Crespo,filomenavara@example.net,,No especificado,2023-09-25,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11545,Isidro Clemente-Luz,ablasco@example.com,,Femenino,2024-07-21,False,"Teléfono inválido, Teléfono ausente"
CL-11547,Albino Alejo Aranda Torrecilla,@gmail.com,1785870725760,Femenino,2024-07-14,False,Email inválido
CL-04608,Felipa Serafina Luján Taboada,ehervia@example.net,,Femenino,2024-10-23,False,"Teléfono inválido, Teléfono ausente"
CL-11549,Lilia Nevado Abellán,,7961680856807,Femenino,2024-02-11,False,Email inválido
CL-11554,Cristina Iris Alvarado Naranjo,,34920477948,Masculino,2023-12-02,False,Email inválido
CL-04624,Marisa Villaverde Echevarría,bayonalupe@example.net,6614712579409,No especificado,2025-05-23,False,Género inválido
CL-11559,Emelina Hervás Fuentes,correo@.com,3625859107580,Masculino,2023-11-26,False,Email inválido
CL-04644,Alfredo de González,damianmoraleda@example.net,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-11564,,,6710998288642,Femenino,2024-11-26,False,Email inválido
CL-11567,Mauricio Luz-Puerta,maria-fernandaseco@example.com,,Femenino,2023-10-29,False,"Teléfono inválido, Teléfono ausente"
CL-11569,Francisco Jose Cabello Báez,,4417907294617,Femenino,2024-10-25,False,Email inválido
CL-11574,Brunilda del Cazorla,onofreherrero@example.org,,Femenino,2023-10-15,False,"Teléfono inválido, Teléfono ausente"
CL-04670,Camila Cuesta Cerezo,correo@.com,1630402568500,Femenino,2023-09-10,False,Email inválido
CL-04672,Herminia Ainoa Tovar Castrillo,casadoelena@example.org,1314900101402,No especificado,2023-09-15,False,Género inválido
CL-04680,123,correo@.com,,No especificado,2026-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-04690,David Toledo,,4348312117122,Femenino,2023-12-04,False,Email inválido
CL-04692,Teófila Mur,pastorpages@example.net,,Masculino,2023-08-29,False,"Teléfono inválido, Teléfono ausente"
CL-04704,Inmaculada Fajardo,maria-fernanda79@example.com,,No especificado,2025-01-03,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11587,123,correo@.com,9370888998393,Masculino,2023-12-12,False,Email inválido
CL-11590,Trinidad Cuevas Ríos,nacio87@example.org,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-11592,Nidia del Vázquez,cleto25@example.org,4915549424502,No especificado,2025-02-27,False,Género inválido
CL-04728,Ovidio Sanchez Sala,padillamiguela@example.com,,No especificado,2023-10-23,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-11595,María Pilar Calvo Ortuño,correo@.com,5893066456411,Femenino,2024-11-20,False,Email inválido
CL-04740,,purificacion90@example.org,,Femenino,2024-10-07,False,"Teléfono inválido, Teléfono ausente"
CL-04744,Mar Campoy-Exposito,ruperta79@example.org,4569168512120,No especificado,2023-09-02,False,Género inválido
